4.6,Sat,0,-73.95566,40.779521,-73.961876,40.768514,1.0,2009-01-17 00:04:32.00000040.7795-73.955740.7685-73.9619
15.7,Tue,0,-73.997737,40.756607,-73.92022,40.770182,1.0,2011-11-29 00:46:00.00000040.7566-73.997740.7702-73.9202
16.9,Tue,0,-73.983507,40.72135,-73.976568,40.764637,4.0,2011-11-29 00:46:00.00000040.7214-73.983540.7646-73.9766
21.7,Tue,0,-73.999427,40.733698,-73.932592,40.67253,2.0,2011-11-29 00:46:00.00000040.7337-73.999440.6725-73.9326
19.3,Thu,0,-73.997081,40.722348,-73.915531,40.761908,1.0,2012-08-02 00:33:03.00000040.7223-73.997140.7619-73.9155
8.6,Sat,0,-73.947914,40.740628,-73.947982,40.743065,4.0,2009-01-17 00:04:32.00000040.7406-73.947940.7431-73.948
31.3,Tue,0,-73.96871,40.63919,-73.96871,40.63919,3.0,2011-11-29 00:46:00.00000040.6392-73.968740.6392-73.9687
22.1,Tue,0,-73.979457,40.764863,-73.926718,40.863352,3.0,2011-11-29 00:46:00.00000040.7649-73.979540.8634-73.9267
22.5,Thu,0,-73.98455047607422,40.72468948364258,-73.9650650024414,40.67958450317383,1.0,2015-04-16 00:44:15.00000040.7247-73.984640.6796-73.9651
19.0,Wed,0,-73.98992156982422,40.733158111572266,-73.92575073242188,40.758750915527344,1.0,2015-05-20 00:19:26.00000040.7332-73.989940.7588-73.9258
14.1,Thu,0,-73.973489,40.752214,-73.963907,40.807841,1.0,2012-08-02 00:33:03.00000040.7522-73.973540.8078-73.9639
24.1,Tue,0,-73.999955,40.732977,-73.956437,40.824042,1.0,2011-11-29 00:46:00.00000040.733-7440.824-73.9564
2.5,Sat,0,-73.986845,40.721068,-73.98649,40.721803,1.0,2009-01-17 00:04:32.00000040.7211-73.986840.7218-73.9865
49.8,Tue,0,-73.783888,40.64866,-74.006457,40.729197,1.0,2011-11-29 00:46:00.00000040.6487-73.783940.7292-74.0065
19.3,Tue,0,-73.971018,40.751163,-73.973142,40.67806,1.0,2011-11-29 00:46:00.00000040.7512-73.97140.6781-73.9731
27.07,Mon,0,-73.873086,40.774093,-73.977928,40.783805,1.0,2010-11-08 00:00:52.00000040.7741-73.873140.7838-73.9779
16.1,Tue,0,-74.005553,40.726371,-73.957306,40.673426,2.0,2011-11-29 00:46:00.00000040.7264-74.005640.6734-73.9573
30.5,Fri,0,-73.98040771484375,40.745784759521484,-74.00387573242188,40.64669418334961,3.0,2015-03-20 00:37:15.00000040.7458-73.980440.6467-74.0039
31.0,Tue,0,-73.77643585205078,40.6451301574707,-73.91190338134766,40.70537567138672,4.0,2015-03-24 00:34:01.00000040.6451-73.776440.7054-73.9119
17.3,Thu,0,-73.989998,40.761777,-73.985523,40.688012,1.0,2009-05-28 00:09:17.00000040.7618-73.9940.688-73.9855
11.8,Sun,0,-73.983132,40.722446,-73.956341,40.767218,2.0,2009-04-12 00:40:41.00000040.7224-73.983140.7672-73.9563
14.1,Tue,0,-73.973183,40.760847,-73.957145,40.712024,2.0,2010-01-19 00:34:36.00000040.7608-73.973240.712-73.9571
17.5,Fri,0,-74.00055,40.735609,-73.978469,40.790794,1.0,2013-01-25 00:28:18.00000040.7356-74.000640.7908-73.9785
15.3,Tue,0,-73.996457,40.742907,-73.96584,40.677997,1.0,2011-11-29 00:46:00.00000040.7429-73.996540.678-73.9658
16.1,Sun,0,-73.964025,40.710115,-74.007547,40.741085,2.0,2012-04-01 00:55:49.00000040.7101-73.96440.7411-74.0075
16.9,Tue,0,-73.960117,40.715713,-73.993062,40.678785,2.0,2011-11-29 00:46:00.00000040.7157-73.960140.6788-73.9931
25.04,Thu,0,-74.01321411132812,40.704158782958984,-73.96304321289062,40.64448928833008,2.0,2015-04-16 00:44:15.00000040.7042-74.013240.6445-73.963
7.4,Sat,0,-73.972259,40.752311,-73.987083,40.728431,3.0,2009-01-17 00:04:32.00000040.7523-73.972340.7284-73.9871
28.0,Sat,0,-73.996712,40.72562,-73.91038,40.703752,1.0,2013-03-23 00:47:20.00000040.7256-73.996740.7038-73.9104
14.9,Sat,1,-73.991189,40.750162,-73.940802,40.793276,1.0,2009-05-16 01:19:40.00000040.7502-73.991240.7933-73.9408
21.5,Tue,1,-73.994563,40.752805,-73.958568,40.689051,1.0,2013-03-19 01:21:18.00000040.7528-73.994640.6891-73.9586
20.0,Fri,1,-73.98697662353516,40.73311233520508,-73.9238052368164,40.69041061401367,1.0,2015-01-23 01:52:58.00000040.7331-73.98740.6904-73.9238
14.9,Sun,1,-73.987275,40.718527,-73.958042,40.769566,2.0,2010-10-31 01:01:23.00000040.7185-73.987340.7696-73.958
34.33,Tue,1,-73.870648,40.773467,-73.99955,40.744671,1.0,2013-03-19 01:21:18.00000040.7735-73.870640.7447-73.9995
15.3,Sun,1,-73.952198,40.768787,-74.007185,40.747276,3.0,2010-10-31 01:01:23.00000040.7688-73.952240.7473-74.0072
3.0,Sat,1,-73.995241,40.739933,-73.992804,40.740509,1.0,2014-09-06 01:52:12.00000040.7399-73.995240.7405-73.9928
17.5,Sat,1,-73.993401,40.741378,-73.946469,40.806384,3.0,2014-09-06 01:52:12.00000040.7414-73.993440.8064-73.9465
16.9,Sat,1,-74.001055,40.73159,-73.96735,40.801937,1.0,2010-02-27 01:49:46.00000040.7316-74.001140.8019-73.9673
24.0,Sun,1,-74.00907897949219,40.70405960083008,-73.92784118652344,40.69547653198242,1.0,2015-06-07 01:21:26.00000040.7041-74.009140.6955-73.9278
32.0,Fri,1,-73.9874038696289,40.72490310668945,-74.03115844726562,40.62270736694336,1.0,2015-01-23 01:52:58.00000040.7249-73.987440.6227-74.0312
20.1,Sat,1,-73.994131,40.751147,-73.93704,40.840769,1.0,2009-05-16 01:19:40.00000040.7511-73.994140.8408-73.937
