-114.31,34.19,15.0,5612.0,1283.0,1015.0,472.0,1.4936,66900.0,11.889830508474576,2.718220338983051
-114.47,34.4,19.0,7650.0,1901.0,1129.0,463.0,1.82,80100.0,16.52267818574514,4.105831533477322
-114.56,33.69,17.0,720.0,174.0,333.0,117.0,1.6509,85700.0,6.153846153846154,1.4871794871794872
-114.57,33.64,14.0,1501.0,337.0,515.0,226.0,3.1917,73400.0,6.6415929203539825,1.491150442477876
-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,65500.0,5.549618320610687,1.2442748091603053
-114.58,33.63,29.0,1387.0,236.0,671.0,239.0,3.3438,74000.0,5.803347280334728,0.9874476987447699
-114.58,33.61,25.0,2907.0,680.0,1841.0,633.0,2.6768,82400.0,4.592417061611374,1.0742496050552923
-114.59,34.83,41.0,812.0,168.0,375.0,158.0,1.7083,48500.0,5.139240506329114,1.0632911392405062
-114.59,33.61,34.0,4789.0,1175.0,3134.0,1056.0,2.1782,58400.0,4.535037878787879,1.112689393939394
-114.6,34.83,46.0,1497.0,309.0,787.0,271.0,2.1908,48100.0,5.523985239852398,1.1402214022140222
-114.6,33.62,16.0,3741.0,801.0,2434.0,824.0,2.6797,86500.0,4.540048543689321,0.9720873786407767
-114.6,33.6,21.0,1988.0,483.0,1182.0,437.0,1.625,62000.0,4.549199084668192,1.105263157894737
-114.61,34.84,48.0,1291.0,248.0,580.0,211.0,2.1571,48600.0,6.118483412322274,1.1753554502369667
-114.63,32.76,15.0,1448.0,378.0,949.0,300.0,0.8585,45000.0,4.826666666666667,1.26
-114.65,34.89,17.0,2556.0,587.0,1005.0,401.0,1.6991,69100.0,6.3740648379052365,1.4638403990024937
-114.65,33.6,28.0,1678.0,322.0,666.0,256.0,2.9653,94900.0,6.5546875,1.2578125
-114.65,32.79,21.0,44.0,33.0,64.0,27.0,0.8571,25000.0,1.6296296296296295,1.2222222222222223
-114.66,32.74,17.0,1388.0,386.0,775.0,320.0,1.2049,44000.0,4.3375,1.20625
-114.67,33.92,17.0,97.0,24.0,29.0,15.0,1.2656,27500.0,6.466666666666667,1.6
-114.94,34.55,20.0,350.0,95.0,119.0,58.0,1.625,50000.0,6.0344827586206895,1.6379310344827587
-114.98,33.82,15.0,644.0,129.0,137.0,52.0,3.2097,71300.0,12.384615384615385,2.480769230769231
-115.37,32.82,30.0,1602.0,322.0,1130.0,335.0,3.5735,71100.0,4.782089552238806,0.9611940298507463
-115.37,32.82,14.0,1276.0,270.0,867.0,261.0,1.9375,80900.0,4.888888888888889,1.0344827586206897
-115.37,32.81,32.0,741.0,191.0,623.0,169.0,1.7604,68600.0,4.384615384615385,1.1301775147928994
-115.38,32.82,38.0,1892.0,394.0,1175.0,374.0,1.9939,65800.0,5.0588235294117645,1.053475935828877
